LOG  : General     , 1624014031732> reading C:\Users\Ofranti\Zomboid\debuglog.ini
LOG  : General     , 1624014036156> java.runtime.name=Java(TM) SE Runtime Environment
LOG  : General     , 1624014036156> sun.boot.library.path=C:\Program Files (x86)\Steam\steamapp...
LOG  : General     , 1624014036157> java.vm.version=25.121-b13
LOG  : General     , 1624014036157> java.vm.vendor=Oracle Corporation
LOG  : General     , 1624014036158> java.vendor.url=http://java.oracle.com/
LOG  : General     , 1624014036158> path.separator=;
LOG  : General     , 1624014036159> java.vm.name=Java HotSpot(TM) 64-Bit Server VM
LOG  : General     , 1624014036159> file.encoding.pkg=sun.io
LOG  : General     , 1624014036160> user.script=
LOG  : General     , 1624014036160> user.country=BR
LOG  : General     , 1624014036161> sun.os.patch.level=
LOG  : General     , 1624014036161> java.vm.specification.name=Java Virtual Machine Specification
LOG  : General     , 1624014036162> user.dir=C:\Program Files (x86)\Steam\steamapp...
LOG  : General     , 1624014036163> java.runtime.version=1.8.0_121-b13
LOG  : General     , 1624014036163> java.awt.graphicsenv=sun.awt.Win32GraphicsEnvironment
LOG  : General     , 1624014036163> java.endorsed.dirs=C:\Program Files (x86)\Steam\steamapp...
LOG  : General     , 1624014036164> os.arch=amd64
LOG  : General     , 1624014036165> java.io.tmpdir=C:\Users\Ofranti\AppData\Local\Temp\
LOG  : General     , 1624014036165> line.separator=

LOG  : General     , 1624014036166> java.vm.specification.vendor=Oracle Corporation
LOG  : General     , 1624014036166> user.variant=
LOG  : General     , 1624014036167> os.name=Windows 10
LOG  : General     , 1624014036167> sun.jnu.encoding=Cp1252
LOG  : General     , 1624014036168> zomboid.steam=1
LOG  : General     , 1624014036168> java.library.path=natives/;.
LOG  : General     , 1624014036168> java.specification.name=Java Platform API Specification
LOG  : General     , 1624014036169> java.class.version=52.0
LOG  : General     , 1624014036169> sun.management.compiler=HotSpot 64-Bit Tiered Compilers
LOG  : General     , 1624014036170> zomboid.znetlog=1
LOG  : General     , 1624014036170> os.version=10.0
LOG  : General     , 1624014036171> user.home=C:\Users\Ofranti
LOG  : General     , 1624014036171> user.timezone=America/Sao_Paulo
LOG  : General     , 1624014036172> java.awt.printerjob=sun.awt.windows.WPrinterJob
LOG  : General     , 1624014036172> file.encoding=Cp1252
LOG  : General     , 1624014036173> java.specification.version=1.8
LOG  : General     , 1624014036173> user.name=Ofranti
LOG  : General     , 1624014036174> java.class.path=.;jinput.jar;lwjgl.jar;lwjgl_util.jar...
LOG  : General     , 1624014036174> java.vm.specification.version=1.8
LOG  : General     , 1624014036175> sun.arch.data.model=64
LOG  : General     , 1624014036175> java.home=C:\Program Files (x86)\Steam\steamapp...
LOG  : General     , 1624014036176> java.specification.vendor=Oracle Corporation
LOG  : General     , 1624014036177> user.language=pt
LOG  : General     , 1624014036177> awt.toolkit=sun.awt.windows.WToolkit
LOG  : General     , 1624014036178> java.vm.info=mixed mode
LOG  : General     , 1624014036178> java.version=1.8.0_121
LOG  : General     , 1624014036179> java.ext.dirs=C:\Program Files (x86)\Steam\steamapp...
LOG  : General     , 1624014036179> sun.boot.class.path=C:\Program Files (x86)\Steam\steamapp...
LOG  : General     , 1624014036180> java.vendor=Oracle Corporation
LOG  : General     , 1624014036180> file.separator=\
LOG  : General     , 1624014036180> java.vendor.url.bug=http://bugreport.sun.com/bugreport/
LOG  : General     , 1624014036181> sun.cpu.endian=little
LOG  : General     , 1624014036181> sun.io.unicode.encoding=UnicodeLittle
LOG  : General     , 1624014036182> sun.desktop=windows
LOG  : General     , 1624014036182> sun.cpu.isalist=amd64
LOG  : General     , 1624014036182> -----
LOG  : General     , 1624014036183> versionNumber=41.50 - IWBUMS demo=false
LOG  : General     , 1624014036692> LightingFPS set to 15
LOG  : General     , 1624014036700> [javafmodJNI] Init: Start
LOG  : General     , 1624014036701> [javafmodJNI] Init: WIN 64
LOG  : General     , 1624014036811> 1624014036811 fmod: Java loging: OK
LOG  : General     , 1624014036812> 1624014036812 fmod: System Create: OK
LOG  : General     , 1624014037115> 1624014037115 fmod: Create DSP for capture sound
LOG  : General     , 1624014037733> GraphicsCard: NVIDIA Corporation NVIDIA GeForce GTX 1050 Ti/PCIe/SSE2
LOG  : General     , 1624014037734> OpenGL version: 4.6.0 NVIDIA 466.11
LOG  : General     , 1624014037735> Desktop resolution 1920x1080
LOG  : General     , 1624014037735> Initial resolution 1920x1080 fullScreen=false
LOG  : General     , 1624014037768> OpenGL 1.5 buffer objects supported
LOG  : General     , 1624014037882> reading C:\Users\Ofranti\Zomboid\debug-options.ini
LOG  : General     , 1624014037944> NVIDIA: current available GPU memory is 3490 MB
LOG  : General     , 1624014037945> NVIDIA: dedicated available GPU memory is 4096 MB
LOG  : General     , 1624014037946> NVIDIA: total available GPU memory is 4096 MB
LOG  : General     , 1624014041974> Loading networking libraries...
LOG  : General     , 1624014041975> Loading steam_api64...
LOG  : General     , 1624014041977> Loading RakNet64...
LOG  : General     , 1624014041996> Loading ZNetJNI64...
LOG  : General     , 1624014042128> 1624014042128 znet: ZNet loaded
LOG  : General     , 1624014042129> 1624014042129 znet: Compiled with SERVER_STEAMAPI == 0
LOG  : General     , 1624014042129> 1624014042129 znet: Starting with bServer == false
LOG  : General     , 1624014042130> 1624014042129 znet: SteamAPI initialised successfully
LOG  : General     , 1624014042130> SteamUtils initialised successfully
LOG  : General     , 1624014042142> 1624014042142 znet: Java_zombie_core_znet_SteamWorkshop_n_1Init
LOG  : General     , 1624014042346> translator: language is PTBR
LOG  : General     , 1624014042484> texturepack: loading UI
LOG  : General     , 1624014042533> texturepack: loading UI2
LOG  : General     , 1624014042609> texturepack: loading IconsMoveables
LOG  : General     , 1624014042610> texturepack: loading RadioIcons
LOG  : General     , 1624014042611> texturepack: loading ApComUI
LOG  : General     , 1624014042613> texturepack: loading Mechanics
LOG  : General     , 1624014042619> texturepack: loading WeatherFx
LOG  : General     , 1624014044136> reading C:\Users\Ofranti\Zomboid\sounds.ini
WARN : Script      , 1624014044142> ModelScript.check> no such model "null" for Base.BareHands
WARN : Script      , 1624014044144> ModelScript.check> no such model "DisposableRazor" for Base.Razor
WARN : Script      , 1624014044147> ModelScript.check> no such model "Chainsaw" for Base.Chainsaw
WARN : Script      , 1624014044149> ModelScript.checkTexture> no such texture "Pillow" for Base.Pillow
WARN : General     , 1624014044809> TextManager.Init> font "MediumNew" not found in fonts.txt
WARN : General     , 1624014044810> TextManager.Init> font "AutoNormSmall" not found in fonts.txt
WARN : General     , 1624014044811> TextManager.Init> font "AutoNormMedium" not found in fonts.txt
WARN : General     , 1624014044811> TextManager.Init> font "AutoNormLarge" not found in fonts.txt
LOG  : General     , 1624014044813> AngelCodeFont failed to load page 0 texture C:/Program Files (x86)/Steam/steamapps/common/ProjectZomboid/media/fonts/zomboidDialogue.bmfc_0.png
WARN : General     , 1624014044836> TextManager.Init> font "DebugConsole" not found in fonts.txt
LOG  : General     , 1624014045411> WARNING: Found unknown Windows version: Windows 10
LOG  : General     , 1624014045412> Attempting to use default windows plug-in.
LOG  : General     , 1624014045413> Loading: zombie.core.input.XInputEnvironmentPlugin
LOG  : General     , 1624014045430> Loading: net.java.games.input.DirectAndRawInputEnvironmentPlugin
LOG  : Lua         , 1624014048685> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1624014049462> Loading: media/lua/shared/Definitions/AttachedWeaponDefinitions.lua
LOG  : Lua         , 1624014049476> Loading: media/lua/shared/Definitions/ClothingRecipesDefinitions.lua
LOG  : Lua         , 1624014049478> Loading: media/lua/shared/Definitions/ClothingSelectionDefinitions.lua
LOG  : Lua         , 1624014049482> Loading: media/lua/shared/Definitions/DamageModelDefinitions.lua
LOG  : Lua         , 1624014049485> Loading: media/lua/shared/Definitions/DefaultClothing.lua
LOG  : Lua         , 1624014049487> Loading: media/lua/shared/Definitions/FitnessExercises.lua
LOG  : Lua         , 1624014049523> Loading: media/lua/shared/Definitions/HairOutfitDefinitions.lua
LOG  : Lua         , 1624014049526> Loading: media/lua/shared/Definitions/MakeUpDefinitions.lua
LOG  : Lua         , 1624014049530> Loading: media/lua/shared/ISBaseObject.lua
LOG  : Lua         , 1624014049534> Loading: media/lua/shared/JoyPad/JoyPadSetup.lua
LOG  : Lua         , 1624014049552> Loading: media/lua/shared/NPCs/AttachedLocations.lua
LOG  : Lua         , 1624014049557> Loading: media/lua/shared/NPCs/BodyLocations.lua
LOG  : Lua         , 1624014049566> Loading: media/lua/shared/NPCs/MainCreationMethods.lua
LOG  : Lua         , 1624014049604> Loading: media/lua/shared/NPCs/ZombiesZoneDefinition.lua
LOG  : Lua         , 1624014049611> Loading: media/lua/shared/Reloading/ISRackAction.lua
LOG  : Lua         , 1624014049613> Loading: media/lua/shared/TimedActions/ISBaseTimedAction.lua
LOG  : Lua         , 1624014049616> Loading: media/lua/shared/Reloading/ISReloadAction.lua
LOG  : Lua         , 1624014049617> Loading: media/lua/shared/Reloading/ISReloadManager.lua
LOG  : Lua         , 1624014049622> Loading: media/lua/shared/Reloading/ISReloadUtil.lua
LOG  : Lua         , 1624014049626> Loading: media/lua/shared/Reloading/ISReloadableMagazine.lua
LOG  : Lua         , 1624014049628> Loading: media/lua/shared/Reloading/ISReloadable.lua
LOG  : Lua         , 1624014049632> Loading: media/lua/shared/Reloading/ISSemiAutoWeapon.lua
LOG  : Lua         , 1624014049635> Loading: media/lua/shared/Reloading/ISReloadableWeapon.lua
LOG  : Lua         , 1624014049637> Loading: media/lua/shared/Reloading/ISShotgunWeapon.lua
LOG  : Lua         , 1624014049641> Loading: media/lua/shared/Reloading/ISRevolverWeapon.lua
LOG  : Lua         , 1624014049643> Loading: media/lua/shared/Reloading/stormysReload.lua
LOG  : Lua         , 1624014049651> Loading: media/lua/shared/Sandbox/Beginner.lua
LOG  : Lua         , 1624014049653> Loading: media/lua/shared/Sandbox/Builder.lua
LOG  : Lua         , 1624014049655> Loading: media/lua/shared/Sandbox/FirstWeek.lua
LOG  : Lua         , 1624014049657> Loading: media/lua/shared/Sandbox/SandboxVars.lua
LOG  : Lua         , 1624014049658> Loading: media/lua/shared/Sandbox/Survival.lua
LOG  : Lua         , 1624014049660> Loading: media/lua/shared/Sandbox/SixMonthsLater.lua
LOG  : Lua         , 1624014049662> Loading: media/lua/shared/Sandbox/Survivor.lua
LOG  : Lua         , 1624014049663> Loading: media/lua/shared/SoundBanks/SoundBanks.lua
LOG  : Lua         , 1624014049666> Loading: media/lua/shared/SpawnRegions.lua
LOG  : Lua         , 1624014049668> Loading: media/lua/shared/StashDescriptions/MarchRidgeStashDesc.lua
LOG  : Lua         , 1624014049670> Loading: media/lua/shared/StashDescriptions/StashUtil.lua
LOG  : Lua         , 1624014049673> Loading: media/lua/shared/StashDescriptions/MulStashDesc.lua
LOG  : Lua         , 1624014049677> Loading: media/lua/shared/StashDescriptions/RosewoodStashDesc.lua
LOG  : Lua         , 1624014049679> Loading: media/lua/shared/StashDescriptions/WpStashDesc.lua
LOG  : Lua         , 1624014049683> Loading: media/lua/shared/Util/AdjacentFreeTileFinder.lua
LOG  : Lua         , 1624014049687> Loading: media/lua/shared/Util/BuildingHelper.lua
LOG  : Lua         , 1624014049689> Loading: media/lua/shared/Util/ISPriorityTable.lua
LOG  : Lua         , 1624014049692> Loading: media/lua/shared/Util/LuaList.lua
LOG  : Lua         , 1624014049695> Loading: media/lua/shared/Util/LuaNet.lua
LOG  : Lua         , 1624014049698> Loading: media/lua/shared/Util/StringReplacer.lua
LOG  : Lua         , 1624014049701> Loading: media/lua/shared/Util/Vector2.lua
LOG  : Lua         , 1624014049702> Loading: media/lua/shared/VehicleZoneDefinition.lua
LOG  : Lua         , 1624014049712> Loading: media/lua/shared/a_requires.lua
LOG  : Lua         , 1624014049715> Loading: media/lua/shared/defines.lua
LOG  : Lua         , 1624014049716> Loading: media/lua/shared/iwbumstempmodelcompat.lua
LOG  : Lua         , 1624014049717> Loading: media/lua/shared/keyBinding.lua
LOG  : Lua         , 1624014049720> Loading: media/lua/shared/luautils.lua
LOG  : Lua         , 1624014050105> Loading: media/lua/client/Blacksmith/ISUI/ISBlacksmithMenu.lua
LOG  : Lua         , 1624014050112> Loading: media/lua/client/Blacksmith/ISUI/ISFurnaceInfoWindow.lua
LOG  : Lua         , 1624014050114> Loading: media/lua/client/ISUI/ISCollapsableWindow.lua
LOG  : Lua         , 1624014050117> Loading: media/lua/client/ISUI/ISPanel.lua
LOG  : Lua         , 1624014050118> Loading: media/lua/client/ISUI/ISUIElement.lua
LOG  : Lua         , 1624014050124> Loading: media/lua/client/ISUI/ISButton.lua
LOG  : Lua         , 1624014050127> Loading: media/lua/client/ISUI/ISInventoryPane.lua
LOG  : Lua         , 1624014050139> Loading: media/lua/client/ISUI/ISMouseDrag.lua
LOG  : Lua         , 1624014050140> Loading: media/lua/client/TimedActions/ISTimedActionQueue.lua
LOG  : Lua         , 1624014050143> Loading: media/lua/client/TimedActions/ISEatFoodAction.lua
LOG  : Lua         , 1624014050146> Loading: media/lua/client/ISUI/ISResizeWidget.lua
LOG  : Lua         , 1624014050148> Loading: media/lua/client/Blacksmith/TimedActions/ISAddCoalInFurnace.lua
LOG  : Lua         , 1624014050150> Loading: media/lua/client/Blacksmith/TimedActions/ISAddLogsInDrum.lua
LOG  : Lua         , 1624014050151> Loading: media/lua/client/Blacksmith/TimedActions/ISDrumLightFromKindle.lua
LOG  : Lua         , 1624014050153> Loading: media/lua/client/Blacksmith/TimedActions/ISDrumLightFromLiterature.lua
LOG  : Lua         , 1624014050155> Loading: media/lua/client/Blacksmith/TimedActions/ISDrumLightFromPetrol.lua
LOG  : Lua         , 1624014050157> Loading: media/lua/client/Blacksmith/TimedActions/ISEmptyDrum.lua
LOG  : Lua         , 1624014050158> Loading: media/lua/client/Blacksmith/TimedActions/ISFurnaceInfoAction.lua
LOG  : Lua         , 1624014050160> Loading: media/lua/client/ISUI/ISLayoutManager.lua
LOG  : Lua         , 1624014050163> Loading: media/lua/client/Blacksmith/TimedActions/ISFurnaceLightFromKindle.lua
LOG  : Lua         , 1624014050164> Loading: media/lua/client/Blacksmith/TimedActions/ISFurnaceLightFromLiterature.lua
LOG  : Lua         , 1624014050166> Loading: media/lua/client/Blacksmith/TimedActions/ISFurnaceLightFromPetrol.lua
LOG  : Lua         , 1624014050167> Loading: media/lua/client/Blacksmith/TimedActions/ISPutOutFireDrum.lua
LOG  : Lua         , 1624014050169> Loading: media/lua/client/Blacksmith/TimedActions/ISRemoveCharcoal.lua
LOG  : Lua         , 1624014050170> Loading: media/lua/client/Blacksmith/TimedActions/ISRemoveDrum.lua
LOG  : Lua         , 1624014050172> Loading: media/lua/client/Blacksmith/TimedActions/ISStopFurnaceFire.lua
LOG  : Lua         , 1624014050173> Loading: media/lua/client/Blacksmith/TimedActions/ISUseBellows.lua
LOG  : Lua         , 1624014050175> Loading: media/lua/client/BuildingObjects/ISUI/ISBuildMenu.lua
LOG  : Lua         , 1624014050182> Loading: media/lua/client/BuildingObjects/ISUI/ISInventoryBuildMenu.lua
LOG  : Lua         , 1624014050184> Loading: media/lua/client/BuildingObjects/ISUI/ISPaintMenu.lua
LOG  : Lua         , 1624014050187> Loading: media/lua/client/BuildingObjects/TimedActions/ISBuildAction.lua
LOG  : Lua         , 1624014050189> Loading: media/lua/client/BuildingObjects/TimedActions/ISInsertLightSourceFuelAction.lua
LOG  : Lua         , 1624014050190> Loading: media/lua/client/BuildingObjects/TimedActions/ISMultiStageBuild.lua
LOG  : Lua         , 1624014050192> Loading: media/lua/client/BuildingObjects/TimedActions/ISPaintAction.lua
LOG  : Lua         , 1624014050194> Loading: media/lua/client/BuildingObjects/TimedActions/ISPaintSignAction.lua
LOG  : Lua         , 1624014050196> Loading: media/lua/client/BuildingObjects/TimedActions/ISPlasterAction.lua
LOG  : Lua         , 1624014050198> Loading: media/lua/client/BuildingObjects/TimedActions/ISRemoveLightSourceFuelAction.lua
LOG  : Lua         , 1624014050199> Loading: media/lua/client/BuildingObjects/TimedActions/ISShovelGround.lua
LOG  : Lua         , 1624014050201> Loading: media/lua/client/BuildingObjects/TimedActions/ISToggleLightSourceAction.lua
LOG  : Lua         , 1624014050202> Loading: media/lua/client/Camping/CCampfireGlobalObject.lua
LOG  : Lua         , 1624014050204> Loading: media/lua/client/Map/CGlobalObject.lua
LOG  : Lua         , 1624014050205> Loading: media/lua/client/Camping/CCampfireSystem.lua
LOG  : Lua         , 1624014050207> Loading: media/lua/client/Map/CGlobalObjectSystem.lua
LOG  : Lua         , 1624014050223> Loading: media/lua/client/Camping/ISUI/ISCampingInfoWindow.lua
LOG  : Lua         , 1624014050225> Loading: media/lua/client/Camping/ISUI/ISCampingMenu.lua
LOG  : Lua         , 1624014050228> Loading: media/lua/client/Camping/TimedActions/ISAddFuelAction.lua
LOG  : Lua         , 1624014050230> Loading: media/lua/client/Camping/TimedActions/ISAddTentAction.lua
LOG  : Lua         , 1624014050231> Loading: media/lua/client/Camping/TimedActions/ISLightFromKindle.lua
LOG  : Lua         , 1624014050233> Loading: media/lua/client/Camping/TimedActions/ISLightFromLiterature.lua
LOG  : Lua         , 1624014050234> Loading: media/lua/client/Camping/TimedActions/ISLightFromPetrol.lua
LOG  : Lua         , 1624014050236> Loading: media/lua/client/Camping/TimedActions/ISPlaceCampfireAction.lua
LOG  : Lua         , 1624014050237> Loading: media/lua/client/Camping/TimedActions/ISPutOutCampfireAction.lua
LOG  : Lua         , 1624014050239> Loading: media/lua/client/Camping/TimedActions/ISRemoveCampfireAction.lua
LOG  : Lua         , 1624014050242> Loading: media/lua/client/Camping/TimedActions/ISRemoveTentAction.lua
LOG  : Lua         , 1624014050244> Loading: media/lua/client/Camping/TimedActions/ISSleepInTentAction.lua
LOG  : Lua         , 1624014050245> Loading: media/lua/client/Context/ISContextManager.lua
LOG  : Lua         , 1624014050247> Loading: media/lua/client/Context/ISMenuContext.lua
LOG  : Lua         , 1624014050248> Loading: media/lua/client/Context/ISMenuContextBuild.lua
LOG  : Lua         , 1624014050249> Loading: media/lua/client/Context/ISMenuContextInventory.lua
LOG  : Lua         , 1624014050251> Loading: media/lua/client/Context/ISMenuContextWorld.lua
LOG  : Lua         , 1624014050253> Loading: media/lua/client/Context/ISMenuElement.lua
LOG  : Lua         , 1624014050254> Loading: media/lua/client/Context/Inventory/InvContextMovable.lua
LOG  : Lua         , 1624014050256> Loading: media/lua/client/Context/Inventory/InvContextRadio.lua
LOG  : Lua         , 1624014050257> Loading: media/lua/client/Context/World/ISContextDebugHighlights.lua
LOG  : Lua         , 1624014050259> Loading: media/lua/client/Context/World/ISContextDisassemble.lua
LOG  : Lua         , 1624014050261> Loading: media/lua/client/Context/World/ISContextDoor.lua
LOG  : Lua         , 1624014050263> Loading: media/lua/client/Context/World/ISContextTelevision.lua
LOG  : Lua         , 1624014050264> Loading: media/lua/client/Context/World/TestMarkers.lua
LOG  : Lua         , 1624014050266> Loading: media/lua/client/DebugUIs/AnimationClipViewer.lua
LOG  : Lua         , 1624014050269> Loading: media/lua/client/ISUI/ISScrollingListBox.lua
LOG  : Lua         , 1624014050272> Loading: media/lua/client/ISUI/ISPanelJoypad.lua
LOG  : Lua         , 1624014050275> Loading: media/lua/client/Vehicles/ISUI/ISUI3DScene.lua
LOG  : Lua         , 1624014050276> Loading: media/lua/client/DebugUIs/AttachmentEditorUI.lua
LOG  : Lua         , 1624014050286> Loading: media/lua/client/DebugUIs/DebugChunkState/DebugChunkStateUI.lua
LOG  : Lua         , 1624014050291> Loading: media/lua/client/RadioCom/ISUIRadio/ISSliderPanel.lua
LOG  : Lua         , 1624014050294> Loading: media/lua/client/DebugUIs/DebugChunkState/ISSectionedPanel.lua
LOG  : Lua         , 1624014050296> Loading: media/lua/client/DebugUIs/DebugChunkState/DebugChunkState_SquarePanel.lua
LOG  : Lua         , 1624014050299> Loading: media/lua/client/DebugUIs/DebugChunkState/DebugChunkState_ObjectProperties.lua
LOG  : Lua         , 1624014050301> Loading: media/lua/client/DebugUIs/DebugChunkState/DebugChunkState_ObjectPickerPanel.lua
LOG  : Lua         , 1624014050303> Loading: media/lua/client/DebugUIs/DebugChunkState/DebugChunkState_Tools.lua
LOG  : Lua         , 1624014050305> Loading: media/lua/client/DebugUIs/DebugContextMenu.lua
LOG  : Lua         , 1624014050308> Loading: media/lua/client/DebugUIs/DebugErrorsWindow.lua
LOG  : Lua         , 1624014050310> Loading: media/lua/client/DebugUIs/DebugLogSettings.lua
LOG  : Lua         , 1624014050311> Loading: media/lua/client/DebugUIs/DebugMenu/Anims/FloatArrayPlotter.lua
LOG  : Lua         , 1624014050313> Loading: media/lua/client/DebugUIs/DebugMenu/Anims/ISAnimDebugMonitor.lua
LOG  : Lua         , 1624014050316> Loading: media/lua/client/DebugUIs/DebugMenu/Anims/ISAnimLoggerOutput.lua
LOG  : Lua         , 1624014050318> Loading: media/lua/client/DebugUIs/DebugMenu/Base/ISDebugSubPanelBase.lua
LOG  : Lua         , 1624014050319> Loading: media/lua/client/DebugUIs/DebugMenu/Base/ISDebugPanelBase.lua
LOG  : Lua         , 1624014050321> Loading: media/lua/client/DebugUIs/DebugMenu/Climate/ClimDebuggersPanel.lua
LOG  : Lua         , 1624014050323> Loading: media/lua/client/DebugUIs/DebugMenu/Climate/ClimateColorsDebug.lua
LOG  : Lua         , 1624014050325> Loading: media/lua/client/DebugUIs/DebugMenu/Climate/ClimateControlDebug.lua
LOG  : Lua         , 1624014050327> Loading: media/lua/client/DebugUIs/DebugMenu/Climate/ClimateDebug.lua
LOG  : Lua         , 1624014050330> Loading: media/lua/client/DebugUIs/DebugMenu/Climate/ClimateOptionsDebug.lua
LOG  : Lua         , 1624014050333> Loading: media/lua/client/DebugUIs/DebugMenu/Climate/DailyValuesDebug.lua
LOG  : Lua         , 1624014050335> Loading: media/lua/client/DebugUIs/DebugMenu/Climate/ForecasterDebug.lua
LOG  : Lua         , 1624014050337> Loading: media/lua/client/DebugUIs/DebugMenu/Climate/NewFogDebug.lua
LOG  : Lua         , 1624014050340> Loading: media/lua/client/DebugUIs/DebugMenu/Climate/PlayerClimateDebug.lua
LOG  : Lua         , 1624014050344> Loading: media/lua/client/DebugUIs/DebugMenu/Climate/PopupColorEdit.lua
LOG  : Lua         , 1624014050346> Loading: media/lua/client/DebugUIs/DebugMenu/Climate/ThunderDebug.lua
LOG  : Lua         , 1624014050348> Loading: media/lua/client/DebugUIs/DebugMenu/Climate/ValuePlotter.lua
LOG  : Lua         , 1624014050350> Loading: media/lua/client/DebugUIs/DebugMenu/Climate/WeatherFXDebug.lua
LOG  : Lua         , 1624014050355> Loading: media/lua/client/DebugUIs/DebugMenu/Climate/WeatherPeriodDebug.lua
LOG  : Lua         , 1624014050359> Loading: media/lua/client/DebugUIs/DebugMenu/Climate/WindDebug.lua
LOG  : Lua         , 1624014050361> Loading: media/lua/client/DebugUIs/DebugMenu/General/ISDebugBlood.lua
LOG  : Lua         , 1624014050363> Loading: media/lua/client/DebugUIs/DebugMenu/General/ISGameDebugPanel.lua
LOG  : Lua         , 1624014050365> Loading: media/lua/client/DebugUIs/DebugMenu/General/ISGeneralCheats.lua
LOG  : Lua         , 1624014050367> Loading: media/lua/client/DebugUIs/DebugMenu/General/ISGeneralDebug.lua
LOG  : Lua         , 1624014050368> Loading: media/lua/client/DebugUIs/DebugMenu/General/ISStatsAndBody.lua
LOG  : Lua         , 1624014050370> Loading: media/lua/client/DebugUIs/DebugMenu/ISDebugMenu.lua
LOG  : Lua         , 1624014050372> Loading: media/lua/client/DebugUIs/DebugMenu/ISDebugUtils.lua
LOG  : Lua         , 1624014050374> Loading: media/lua/client/DebugUIs/DebugMenu/IsoRegions/IsoRegionDebug.lua
LOG  : Lua         , 1624014050377> Loading: media/lua/client/DebugUIs/DebugMenu/IsoRegions/IsoRegionDetails.lua
LOG  : Lua         , 1624014050379> Loading: media/lua/client/DebugUIs/DebugMenu/Player/ISPlayerDebug.lua
LOG  : Lua         , 1624014050381> Loading: media/lua/client/DebugUIs/DebugMenu/Puddles/PuddlesControl.lua
LOG  : Lua         , 1624014050384> Loading: media/lua/client/DebugUIs/DebugMenu/Puddles/PuddlesPeriodDebug.lua
LOG  : Lua         , 1624014050387> Loading: media/lua/client/DebugUIs/DebugMenu/WorldFlares/WorldFlaresDebug.lua
LOG  : Lua         , 1624014050390> Loading: media/lua/client/DebugUIs/DebugMenu/radio/RadioScriptDebugger.lua
LOG  : Lua         , 1624014050392> Loading: media/lua/client/DebugUIs/DebugMenu/radio/ZomboidRadioDebug.lua
LOG  : Lua         , 1624014050394> Loading: media/lua/client/DebugUIs/DebugOptionsWindow.lua
LOG  : Lua         , 1624014050396> Loading: media/lua/client/ISUI/ISTickBox.lua
LOG  : Lua         , 1624014050398> Loading: media/lua/client/DebugUIs/DebugScenarios.lua
LOG  : Lua         , 1624014050400> Loading: media/lua/client/DebugUIs/DebugToolstrip.lua
LOG  : Lua         , 1624014050402> Loading: media/lua/client/DebugUIs/DebuggerContextMenu.lua
LOG  : Lua         , 1624014050403> Loading: media/lua/client/ISUI/ISContextMenu.lua
LOG  : Lua         , 1624014050408> Loading: media/lua/client/DebugUIs/DeviceInspector.lua
LOG  : Lua         , 1624014050410> Loading: media/lua/client/DebugUIs/ISAttachedItemsUI.lua
LOG  : Lua         , 1624014050412> Loading: media/lua/client/DebugUIs/ISLootStressTestUI.lua
LOG  : Lua         , 1624014050414> Loading: media/lua/client/DebugUIs/ISRunningDebugUI.lua
LOG  : Lua         , 1624014050416> Loading: media/lua/client/DebugUIs/ISSpawnHordeUI.lua
